edad,is_condicion_fisica,detalle_condicion,epoca,is_camino_realizado_prev,ruta,dias,distancia,is_calzado_adecuado,is_tr_mochila,is_reserva_aloj,etapa_ideal,nota,consejos,intensidad_km_dia,is_experto_senderismo,genero_Mujer,pais_Argentina,pais_Colombia,pais_EEUU,pais_España,pais_Francia,pais_Italia,pais_México,pais_Perú,pais_Portugal,pais_Reino Unido,calzado_Playeros ,calzado_Sandalias de trekking,calzado_Zapatillas de trail running,calzado_Zapatillas deportivas normales,modo_realizacion_A pie,modo_realizacion_En bici,"alojamiento_Albergues privados, Hostales / Hoteles",alojamiento_Albergues públicos,"alojamiento_Albergues públicos, Albergues privados","alojamiento_Albergues públicos, Albergues privados, Airbnb","alojamiento_Albergues públicos, Albergues privados, Hostales / Hoteles",alojamiento_Hostales / Hoteles,"alojamiento_Hostales / Hoteles, Airbnb","alojamiento_Hostales / Hoteles, Pensiones",alojamiento_No aplica,is_volver_a_hacer_Tal vez,"is_lesion_Sí, importante (me hizo abandonar)","is_lesion_Sí, leve","is_lesion_Sí, moderado","alojamiento_Albergues privados, Hostales / Hoteles.1",alojamiento_Albergues públicos.1,"alojamiento_Albergues públicos, Albergues privados.1","alojamiento_Albergues públicos, Albergues privados, Airbnb.1","alojamiento_Albergues públicos, Albergues privados, Hostales / Hoteles.1",alojamiento_Hostales / Hoteles.1,"alojamiento_Hostales / Hoteles, Airbnb.1","alojamiento_Hostales / Hoteles, Pensiones.1",alojamiento_No aplica.1,"motivo_Cultural/turístico, Deportivo","motivo_Cultural/turístico, Deportivo, Personal/reflexivo","motivo_Cultural/turístico, Deportivo, Religioso","motivo_Cultural/turístico, Personal/reflexivo","motivo_Cultural/turístico, Personal/reflexivo, Religioso","motivo_Cultural/turístico, Religioso",motivo_Deportivo,"motivo_Deportivo, Cultural/turístico","motivo_Deportivo, Cultural/turístico, Personal/reflexivo","motivo_Deportivo, Personal/reflexivo","motivo_Deportivo, Personal/reflexivo, Religioso","motivo_Deportivo, Religioso",motivo_Disfrutar de mis amigos,motivo_Personal/reflexivo,"motivo_Personal/reflexivo, Religioso",motivo_Religioso,"motivo_Religioso, Cultural/turístico","motivo_Religioso, Cultural/turístico, Personal/reflexivo","motivo_Religioso, Deportivo","motivo_Religioso, Deportivo, Cultural/turístico, Personal/reflexivo","motivo_Religioso, Deportivo, Personal/reflexivo","motivo_Religioso, Personal/reflexivo","motivo_Religioso, Personal/reflexivo, Una cosa te lleva  a la otra si darte cuenta.",motivo_Turismo,nivel_expereincia_previo_Básica (≤ 10 km ocasionalmente),nivel_expereincia_previo_Moderada (10–20 km regularmente),nivel_expereincia_previo_Ninguna,condicion_previa_Baja,condicion_previa_Media,dureza_Moderadas,dureza_Muy variables,dureza_Suaves,hace_cuanto_Este año,hace_cuanto_Más de 2 años,temporada_Otoño,temporada_Primavera,temporada_Verano,grupo_edad_30-39,grupo_edad_40-49,grupo_edad_50-59,grupo_edad_60-70,is_lesion,is_volver_binaria,prob_lesion_pred,prob_volver_pred,prob_transporte_mochila_pred,prob_reserva_aloj_pred,nota_pred,intensidad_km_dia_pred,ruta_recom_vecinos,epoca_recom_vecinos
32.0,0,No,Otoño,0,Inglés,4.0,100,1,1,0,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.62,0.93,0.2025,0.2425,8.4875,25.0,Inglés,Otoño
25.0,0,No,Otoño,0,Francés,6.0,200,1,0,0,Largas y exigentes (≥ 25 km),7.0,Sin respuesta,33.333333333333336,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1775,0.3175,0.0675,0.2675,7.0525,33.33333333333349,Francés,Otoño
27.0,0,No,Verano,0,Francés,6.0,100,1,0,1,Medias (~20 km con algo de desnivel),8.0,Sin respuesta,16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.9975,0.1125,0.9975,8.7275,16.66666666666673,Francés,Verano
54.0,0,No,Verano,0,Francés,5.0,100,1,0,1,Largas y exigentes (≥ 25 km),9.0,Sin respuesta,20.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0275,0.9975,0.33,0.96,8.6825,20.0,Francés,Verano
58.0,0,No,Primavera,0,Portugués,5.0,100,1,1,1,Medias (~20 km con algo de desnivel),9.0,Sin respuesta,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.02,0.995,0.3475,0.95,8.4975,20.0,Francés,Verano
56.0,1,Ligamento de rodilla inestable,Otoño,0,Primitivo,6.0,200,1,0,0,Cortas y fáciles (≤ 15 km),9.0,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",33.333333333333336,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.015,0.99,0.135,0.05,8.8225,33.33333333333349,Francés,Otoño
32.0,0,No,Otoño,0,Francés,8.0,100,0,0,1,Cortas y fáciles (≤ 15 km),8.0,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",12.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0.01,0.995,0.16,0.9325,8.54,12.5,Francés,Verano
32.0,0,No,Verano,1,Portugués,7.0,100,1,0,1,Cortas y fáciles (≤ 15 km),9.0,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",14.285714285714286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.005,0.995,0.17,0.58,8.9875,14.285714285714366,Francés,Verano
32.0,0,No,Primavera,0,Inglés,6.0,100,1,0,0,Medias (~20 km con algo de desnivel),8.0,Sin respuesta,16.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0325,1.0,0.07,0.0975,8.67,16.666666666666732,Francés,Primavera
32.0,0,Ligamento de rodilla inestable,Verano,0,Francés,6.0,100,1,1,0,Medias (~20 km con algo de desnivel),9.0,Sin respuesta,16.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0,1.0,0.115,0.0875,9.055,16.66666666666673,Primitivo,Verano
42.0,0,No,Verano,0,Inglés,6.0,100,1,0,1,Medias (~20 km con algo de desnivel),9.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0125,0.99,0.08,0.99,8.89,16.666666666666732,Francés,Primavera
32.0,0,No,Invierno,0,Francés,6.0,100,1,0,0,Cortas y fáciles (≤ 15 km),6.0,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.565,0.1975,0.26,0.38,6.0775,16.666666666666732,Francés,Verano
32.0,1,Fascitis plantar,Invierno,0,Inglés,6.0,100,1,0,0,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.005,0.995,0.0725,0.225,8.69,16.66666666666673,Portugués,Invierno
29.0,0,No,Invierno,0,Francés,6.0,100,1,0,1,Largas y exigentes (≥ 25 km),9.0,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0075,0.995,0.13,0.9975,8.5775,16.66666666666673,Francés,Verano
32.0,0,No,Otoño,0,del Norte,6.0,100,1,0,0,Cortas y fáciles (≤ 15 km),8.0,Sin respuesta,16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,1.0,0.165,0.0025,8.8425,16.66666666666673,Francés,Verano
28.0,1,Dolor lumbar,Verano,1,Francés,6.0,100,1,0,1,Medias (~20 km con algo de desnivel),9.0,Sin respuesta,16.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0225,0.9975,0.1,0.3125,8.7225,16.66666666666673,Francés,Verano
60.0,0,No,Verano,0,Portugués,6.0,100,1,1,1,Largas y exigentes (≥ 25 km),8.0,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.015,0.99,0.4075,0.9825,8.6425,16.666666666666732,Francés,Invierno
32.0,0,No,Verano,1,Portugués,6.0,100,1,0,1,Medias (~20 km con algo de desnivel),9.0,Sin respuesta,16.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0.99,0.1175,0.4075,8.8575,16.66666666666673,Francés,Verano
32.0,0,No,Primavera,0,Portugués,6.0,200,1,0,0,Cortas y fáciles (≤ 15 km),8.0,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",33.333333333333336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.005,0.9825,0.1075,0.0025,8.4475,33.33333333333349,Francés,Primavera
32.0,0,No,Verano,0,Francés,5.0,100,1,0,1,Largas y exigentes (≥ 25 km),9.0,Sin respuesta,20.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.025,1.0,0.1,0.9975,8.61,20.0,Francés,Verano
24.0,0,No,Verano,0,Francés,6.0,100,1,0,1,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0025,0.9875,0.1125,0.9825,8.685,16.66666666666673,Francés,Verano
32.0,0,No,Verano,0,Inglés,6.0,100,0,1,0,Medias (~20 km con algo de desnivel),9.0,Sin respuesta,16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.0225,0.9925,0.1125,0.0025,8.815,16.666666666666732,Portugués,Verano
37.0,1,Dolor lumbar,Invierno,0,Portugués,14.0,200,1,0,0,Cortas y fáciles (≤ 15 km),7.0,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",14.285714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.5775,0.475,0.1375,0.0175,7.02,14.286813186813268,Portugués,Verano
32.0,0,No,Otoño,1,Francés,5.0,100,1,0,0,Medias (~20 km con algo de desnivel),9.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",20.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.01,1.0,0.1375,0.055,8.7575,20.0,Francés,Otoño
32.0,0,No,Primavera,0,Primitivo,11.0,200,1,0,1,Medias (~20 km con algo de desnivel),10.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",18.181818181818183,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0175,1.0,0.0675,0.9525,8.7925,18.19621212121201,Portugués,Verano
47.0,0,No,Verano,0,Francés,6.0,100,0,1,0,Cortas y fáciles (≤ 15 km),10.0,Sin respuesta,16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.9975,0.0725,0.4525,8.5525,16.666666666666732,Francés,Verano
39.0,0,No,Primavera,0,Francés,6.0,200,1,0,0,Medias (~20 km con algo de desnivel),8.0,Sin respuesta,33.333333333333336,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.005,0.9825,0.155,0.3925,8.44,33.33333333333349,Francés,Primavera
32.0,0,No,Verano,0,Portugués,5.0,100,1,0,1,Medias (~20 km con algo de desnivel),9.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,1.0,0.1125,0.9975,8.67,20.0,Francés,Verano
32.0,0,No,Otoño,0,Francés,9.0,100,1,0,0,Cortas y fáciles (≤ 15 km),9.0,Sin respuesta,11.11111111111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0.0275,0.995,0.1525,0.2525,8.61,11.111111111111208,Portugués,Otoño
32.0,0,No,Otoño,1,Portugués,12.0,200,1,0,0,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0025,0.995,0.1825,0.0875,8.7925,16.666666666666746,Francés,Invierno
32.0,0,No,Verano,0,Primitivo,6.0,100,1,0,0,Medias (~20 km con algo de desnivel),8.0,Sin respuesta,16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0075,0.9525,0.1775,0.75,8.795,16.66666666666673,Francés,Verano
27.0,0,Ligamento de rodilla inestable,Verano,0,Primitivo,6.0,200,1,0,1,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",33.333333333333336,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.01,0.9725,0.195,0.985,8.5725,33.33333333333349,Portugués,Verano
35.0,1,Asma leve,Primavera,0,Francés,6.0,100,1,0,0,Largas y exigentes (≥ 25 km),7.0,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.69,0.295,0.1975,0.18,6.9925,16.666666666666732,Francés,Primavera
32.0,0,No,Verano,0,del Norte,6.0,200,1,0,0,Largas y exigentes (≥ 25 km),7.0,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",33.333333333333336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.7075,0.2025,0.165,0.025,7.12,33.33333333333349,Francés,Verano
34.0,0,No,Verano,1,Francés,7.0,100,1,0,1,Cortas y fáciles (≤ 15 km),9.0,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",14.285714285714286,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0175,0.975,0.0925,0.985,8.7425,14.285714285714366,Francés,Verano
32.0,0,No,Verano,0,Francés,8.0,100,1,0,0,Medias (~20 km con algo de desnivel),9.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.015,0.99,0.2225,0.0675,8.7925,12.5,Francés,Verano
32.0,0,No,Verano,1,Inglés,5.0,100,1,0,1,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",20.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.9975,0.05,0.995,8.7275,20.0,Portugués,Verano
32.0,1,Escoliosis,Verano,0,Portugués,6.0,100,1,0,1,Medias (~20 km con algo de desnivel),8.0,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",16.666666666666668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0025,1.0,0.125,0.97,9.0375,16.666666666666732,Francés,Verano
32.0,1,Fascitis plantar,Verano,0,Portugués,6.0,100,1,1,1,Medias (~20 km con algo de desnivel),8.0,Sin respuesta,16.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.01,0.9875,0.1025,0.95,8.685,16.666666666666732,Francés,Verano
