edad	genero	pais	is_condicion_fisica	detalle_condicion	nivel_expereincia_previo	condicion_previa	motivo	n_acompañantes	epoca	is_camino_realizado_prev	ruta	dias	inicio	distancia	dureza	calzado	is_calzado_adecuado	is_tr_mochila	is_reserva_aloj	alojamiento	hace_cuanto	is_volver_a_hacer	etapa_ideal	nota	is_lesion	consejos	modo_realizacion	intensidad_km_dia	grupo_edad	temporada	is_experto_senderismo
65.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Baja	Deportivo, Personal/reflexivo	Desconocido	Otoño	0	Francés	7.0	Sarria	100	Suaves	Playeros 	1	0	0	Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	14.285714285714286	60-70	Otoño	0
32.0	Mujer	México	0	No	Básica (≤ 10 km ocasionalmente)	Media	Deportivo	Desconocido	Invierno	0	Portugués	6.0	Valença	100	Moderadas	Playeros 	1	0	1	Albergues públicos, Albergues privados	En los últimos 2 años	Sí	Cortas y fáciles (≤ 15 km)	9	No	Sin respuesta	A pie	16.666666666666668	30-39	Invierno	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Baja	Cultural/turístico, Religioso	3.0	Primavera	0	Inglés	6.0	A Coruña	100	Moderadas	Zapatillas de trail running	1	0	0	Albergues públicos	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Primavera	0
32.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Religioso	Desconocido	Primavera	1	Portugués	6.0	Pontevedra	100	Moderadas	Botas de montaña	1	0	0	Albergues privados	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Primavera	0
32.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Baja	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Verano	0	del Norte	6.0	Ribadeo	100	Exigentes	Zapatillas deportivas normales	0	0	1	Albergues privados, Hostales / Hoteles	Más de 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Alta	Personal/reflexivo, Religioso	Desconocido	Otoño	0	Portugués	7.0	Baiona	100	Muy variables	Zapatillas de trail running	1	0	0	Albergues privados	Este año	Sí	Cortas y fáciles (≤ 15 km)	9	No	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	14.285714285714286	30-39	Otoño	0
31.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Deportivo	Desconocido	Verano	0	Primitivo	6.0	Oviedo	200	Exigentes	Botas de montaña	1	0	0	Albergues públicos, Albergues privados	Este año	Sí	Largas y exigentes (≥ 25 km)	9	No	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici	33.333333333333336	30-39	Verano	0
31.0	Hombre	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Deportivo, Religioso	Desconocido	Primavera	0	Francés	6.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	0	0	Albergues públicos	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici	16.666666666666668	30-39	Primavera	0
31.0	Hombre	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Religioso	Desconocido	Verano	0	Portugués	6.0	Pontevedra	100	Suaves	Botas de montaña	1	1	0	Albergues públicos	Este año	Sí	Cortas y fáciles (≤ 15 km)	8	No	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici	16.666666666666668	30-39	Verano	0
23.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Otoño	1	Francés	5.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	0	1	Hostales / Hoteles	Este año	Sí	Medias (~20 km con algo de desnivel)	10	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	20.0	18-29	Otoño	0
28.0	Mujer	Colombia	0	No	Básica (≤ 10 km ocasionalmente)	Media	Deportivo, Personal/reflexivo	3.0	Otoño	0	Inglés	5.0	Ferrol	100	Muy variables	Botas de montaña	1	0	0	Albergues públicos	En los últimos 2 años	Sí	Largas y exigentes (≥ 25 km)	9	No	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	20.0	18-29	Otoño	0
25.0	Mujer	España	1	Fascitis plantar	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico	3.0	Verano	0	Francés	44.0	Pamplona	200	Suaves	Botas de montaña	1	0	0	Albergues públicos	En los últimos 2 años	Sí	Cortas y fáciles (≤ 15 km)	9	No	Sin respuesta	En bici	4.545454545454546	18-29	Verano	0
31.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Religioso	6.0	Primavera	0	Inglés	6.0	Pontedeume	100	Moderadas	Zapatillas de trail running	1	0	0	Albergues públicos	Más de 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Primavera	0
32.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Personal/reflexivo	3.0	Otoño	0	Portugués	5.0	Vigo	100	Moderadas	Zapatillas de trail running	1	1	1	Albergues públicos, Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A caballo	20.0	30-39	Otoño	0
32.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Alta	Deportivo, Personal/reflexivo	6.0	Otoño	0	Francés	6.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	0	0	Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Otoño	0
61.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Religioso	3.0	Primavera	0	Primitivo	18.0	Oviedo	200	Muy variables	Zapatillas de trail running	1	0	1	Albergues públicos, Albergues privados	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Sin respuesta	A pie	11.11111111111111	60-70	Primavera	0
32.0	Mujer	Portugal	0	No	Moderada (10–20 km regularmente)	Media	Deportivo, Personal/reflexivo, Religioso	Desconocido	Primavera	0	Portugués	4.0	Pontevedra	100	Muy variables	Playeros 	0	0	0	Albergues privados	Este año	Sí	Cortas y fáciles (≤ 15 km)	8	No	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	25.0	30-39	Primavera	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Media	Personal/reflexivo	6.0	Verano	1	Portugués	4.0	Tui	100	Exigentes	Zapatillas deportivas normales	1	0	0	Albergues públicos, Albergues privados	Este año	Sí	Largas y exigentes (≥ 25 km)	9	No	Sin respuesta	A pie	25.0	30-39	Verano	0
37.0	Mujer	España	1	Fascitis plantar	Moderada (10–20 km regularmente)	Baja	Cultural/turístico	Desconocido	Verano	1	del Norte	6.0	Santander	200	Moderadas	Zapatillas de trail running	1	1	1	Albergues públicos, Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	33.333333333333336	30-39	Verano	0
32.0	Hombre	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo	3.0	Primavera	1	Francés	16.0	Astorga	200	Muy variables	Botas de montaña	1	0	0	Albergues públicos, Albergues privados, Hostales / Hoteles	Más de 2 años	Sí	Medias (~20 km con algo de desnivel)	8	No	Sin respuesta	A pie	12.5	30-39	Primavera	0
33.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Deportivo	Desconocido	Verano	1	Francés	5.0	Sarria	100	Muy variables	Zapatillas deportivas normales	1	0	0	Albergues públicos, Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Sin respuesta	A pie	20.0	30-39	Verano	0
32.0	Hombre	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Religioso	Desconocido	Otoño	1	Francés	7.0	Sarria	100	Suaves	Zapatillas deportivas normales	1	1	0	Albergues públicos, Albergues privados	Este año	Sí	Cortas y fáciles (≤ 15 km)	9	No	Sin respuesta	A pie	14.285714285714286	30-39	Otoño	0
28.0	Mujer	España	0	No	Ninguna	Baja	Cultural/turístico, Deportivo, Religioso	Desconocido	Otoño	0	Francés	6.0	Sarria	100	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	18-29	Otoño	0
58.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Alta	Cultural/turístico, Deportivo	Desconocido	Otoño	1	Francés	4.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	1	1	Hostales / Hoteles, Pensiones	Este año	Sí	Largas y exigentes (≥ 25 km)	8	No	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	25.0	50-59	Otoño	0
37.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Alta	Cultural/turístico, Deportivo	6.0	Verano	1	Portugués	6.0	Vigo	100	Suaves	Zapatillas de trail running	1	0	0	Albergues públicos, Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Hombre	Reino Unido	0	No	Avanzada (rutas largas con mochila/montaña)	Alta	Deportivo, Personal/reflexivo	Desconocido	Primavera	1	Francés	6.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Primavera	0
48.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Deportivo, Religioso	3.0	Otoño	1	Inglés	6.0	Ferrol	100	Exigentes	Botas de montaña	1	1	0	Albergues públicos, Albergues privados	Este año	Tal vez	Largas y exigentes (≥ 25 km)	7	No	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	40-49	Otoño	0
31.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo	Desconocido	Verano	0	Portugués	6.0	Pontevedra	100	Moderadas	Botas de montaña	1	0	0	Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Alta	Personal/reflexivo	3.0	Verano	1	Inglés	4.0	A Coruña	100	Moderadas	Botas de montaña	1	1	0	Albergues públicos, Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	25.0	30-39	Verano	0
32.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Deportivo, Personal/reflexivo, Religioso	Desconocido	Verano	0	Francés	7.0	Triacastela	100	Moderadas	Botas de montaña	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	14.285714285714286	30-39	Verano	0
32.0	Hombre	Reino Unido	0	No	Moderada (10–20 km regularmente)	Media	Personal/reflexivo	Desconocido	Verano	0	Francés	7.0	O Cebreiro	100	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	14.285714285714286	30-39	Verano	0
32.0	Mujer	Italia	0	No	Ninguna	Media	Cultural/turístico, Religioso	Desconocido	Invierno	0	del Norte	11.0	Ribadeo	100	Suaves	Botas de montaña	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Sin respuesta	A pie	9.090909090909092	30-39	Invierno	0
32.0	Mujer	España	0	No	Ninguna	Media	Personal/reflexivo, Religioso	3.0	Verano	1	Primitivo	12.0	Oviedo	200	Exigentes	Zapatillas de trail running	1	0	0	Albergues públicos	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Sin respuesta	A pie	16.666666666666668	30-39	Verano	0
37.0	Hombre	Argentina	0	No	Moderada (10–20 km regularmente)	Baja	Cultural/turístico, Deportivo, Personal/reflexivo	Desconocido	Verano	0	Francés	6.0	Sarria	100	Muy variables	Botas de montaña	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Sin respuesta	A pie	16.666666666666668	30-39	Verano	0
32.0	Hombre	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Otoño	0	Primitivo	12.0	Pola De Allande	200	Moderadas	Zapatillas de trail running	1	0	0	Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Otoño	0
32.0	Hombre	Francia	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Deportivo, Personal/reflexivo, Religioso	Desconocido	Verano	1	Francés	6.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	0	0	Albergues privados	En los últimos 2 años	Sí	Cortas y fáciles (≤ 15 km)	9	No	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici	16.666666666666668	30-39	Verano	0
32.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Alta	Cultural/turístico, Religioso	Desconocido	Verano	0	Portugués	6.0	Pontevedra	100	Moderadas	Zapatillas deportivas normales	1	0	1	Hostales / Hoteles, Pensiones	Más de 2 años	Sí	Medias (~20 km con algo de desnivel)	10	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
31.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Otoño	0	del Norte	6.0	Gijón	200	Moderadas	Zapatillas deportivas normales	1	0	0	Albergues privados	Más de 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	33.333333333333336	30-39	Otoño	0
32.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Baja	Cultural/turístico, Personal/reflexivo	3.0	Otoño	0	Francés	6.0	Sarria	100	Muy variables	Botas de montaña	1	0	1	Hostales / Hoteles, Airbnb	En los últimos 2 años	Sí	Largas y exigentes (≥ 25 km)	9	No	Sin respuesta	A pie	16.666666666666668	30-39	Otoño	0
32.0	Hombre	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo, Religioso	6.0	Verano	1	Portugués	6.0	Valença	100	Moderadas	Zapatillas de trail running	1	0	1	Albergues públicos, Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
26.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Media	Personal/reflexivo, Religioso	Desconocido	Verano	0	del Norte	6.0	Bilbao	200	Suaves	Botas de montaña	1	0	0	Albergues públicos, Albergues privados	Este año	Sí	Cortas y fáciles (≤ 15 km)	8	No	Sin respuesta	A pie	33.333333333333336	18-29	Verano	0
32.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Personal/reflexivo	Desconocido	Otoño	0	Portugués	6.0	Tui	100	Moderadas	Zapatillas de trail running	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Largas y exigentes (≥ 25 km)	8	No	Sin respuesta	A pie	16.666666666666668	30-39	Otoño	0
26.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Deportivo	3.0	Primavera	0	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	0	Albergues públicos	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Sin respuesta	A pie	16.666666666666668	18-29	Primavera	0
37.0	Hombre	España	1	Ligamento de rodilla inestable	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo	Desconocido	Verano	1	Francés	7.0	Sarria	100	Suaves	Zapatillas deportivas normales	1	0	1	Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	10	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	14.285714285714286	30-39	Verano	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Deportivo, Personal/reflexivo	Desconocido	Verano	0	Francés	8.0	Sarria	100	Suaves	Zapatillas de trail running	1	0	1	Hostales / Hoteles	Este año	Sí	Cortas y fáciles (≤ 15 km)	9	No	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	12.5	30-39	Verano	0
32.0	Mujer	Francia	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Personal/reflexivo	3.0	Verano	1	Portugués	6.0	Tui	100	Moderadas	Botas de montaña	1	0	0	Albergues públicos	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Mujer	Francia	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Deportivo, Religioso	Desconocido	Verano	0	Portugués	6.0	Pontevedra	100	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Mujer	Reino Unido	0	No	Básica (≤ 10 km ocasionalmente)	Baja	Personal/reflexivo, Religioso	Desconocido	Otoño	0	Francés	6.0	Ponferrada	200	Moderadas	Playeros 	1	0	0	Albergues públicos	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A caballo	33.333333333333336	30-39	Otoño	0
35.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Verano	0	Francés	40.0	Pamplona	200	Suaves	Playeros 	1	1	1	Albergues públicos, Albergues privados	Este año	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	5.0	30-39	Verano	0
40.0	Mujer	Alemania	0	No	Moderada (10–20 km regularmente)	Media	Personal/reflexivo	Desconocido	Otoño	0	Francés	6.0	Sarria	100	Suaves	Botas de montaña	1	0	1	Hostales / Hoteles	Este año	Sí	Cortas y fáciles (≤ 15 km)	8	No	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	40-49	Otoño	0
32.0	Mujer	EEUU	0	No	Básica (≤ 10 km ocasionalmente)	Media	Deportivo	6.0	Verano	0	Primitivo	6.0	Oviedo	200	Suaves	Zapatillas de trail running	1	1	1	Hostales / Hoteles	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	33.333333333333336	30-39	Verano	0
32.0	Mujer	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Personal/reflexivo, Religioso	Desconocido	Verano	0	del Norte	13.0	Gijón	200	Exigentes	Zapatillas deportivas normales	1	1	1	Hostales / Hoteles	En los últimos 2 años	Sí	Largas y exigentes (≥ 25 km)	9	No	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	15.384615384615385	30-39	Verano	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Alta	Cultural/turístico, Personal/reflexivo, Religioso	6.0	Primavera	0	Inglés	6.0	Ferrol	100	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles, Pensiones	Este año	Sí	Cortas y fáciles (≤ 15 km)	8	No	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Primavera	0
34.0	Hombre	España	0	No	Moderada (10–20 km regularmente)	Media	Personal/reflexivo, Religioso	3.0	Invierno	0	del Norte	26.0	Bilbao	200	Exigentes	Zapatillas de trail running	1	0	1	Albergues privados, Hostales / Hoteles	Este año	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A caballo	7.6923076923076925	30-39	Invierno	0
39.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Baja	Personal/reflexivo, Religioso	3.0	Otoño	0	Primitivo	6.0	Oviedo	200	Muy variables	Botas de montaña	1	0	0	Albergues públicos	Este año	Sí	Medias (~20 km con algo de desnivel)	10	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	33.333333333333336	30-39	Otoño	0
32.0	Mujer	España	0	No	Avanzada (rutas largas con mochila/montaña)	Media	Deportivo	3.0	Verano	0	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	9	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Hombre	España	0	No	Básica (≤ 10 km ocasionalmente)	Media	Deportivo, Religioso	Desconocido	Verano	0	Francés	7.0	O Cebreiro	100	Moderadas	Zapatillas de trail running	1	0	1	Albergues privados, Hostales / Hoteles	Este año	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici	14.285714285714286	30-39	Verano	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Baja	Cultural/turístico, Religioso	3.0	Verano	0	Portugués	13.0	Porto	200	Moderadas	Playeros 	1	0	1	Albergues privados, Hostales / Hoteles	Este año	Sí	Medias (~20 km con algo de desnivel)	8	No	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	15.384615384615385	30-39	Verano	0
32.0	Mujer	España	0	No	Moderada (10–20 km regularmente)	Media	Religioso	Desconocido	Verano	0	Francés	6.0	Sarria	100	Muy variables	Botas de montaña	1	0	1	Hostales / Hoteles	En los últimos 2 años	Sí	Largas y exigentes (≥ 25 km)	10	No	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie	16.666666666666668	30-39	Verano	0
32.0	Hombre	España	0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico	Desconocido	Verano	0	Portugués	13.0	Porto	200	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles	En los últimos 2 años	Sí	Medias (~20 km con algo de desnivel)	8	No	Sin respuesta	En bici	15.384615384615385	30-39	Verano	0
